Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,6,101.9,loss of appetite,depression,painless lumps,lumpy virus
cow,10,100.7,crackling sound,depression,swelling in muscle,blackleg
sheep,5,100.1,chills,fatigue,chest discomfort,anthrax
sheep,2,104.7,depression,lameness,crackling sound,blackleg
sheep,3,102,fatigue,sweats,chest discomfort,anthrax
buffalo,11,104.8,swelling in limb,depression,difficulty walking,blackleg
cow,12,104.8,chills,swelling in extremities,fatigue,anthrax
cow,5,104.2,painless lumps,depression,loss of appetite,pneumonia
sheep,10,101.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,13,100,sores on hooves,loss of appetite,difficulty walking,foot and mouth
cow,8,101.2,difficulty walking,blisters on gums,loss of appetite,foot and mouth
cow,10,102.3,painless lumps,loss of appetite,depression,lumpy virus
sheep,4,100.6,chest discomfort,swelling in neck,sweats,anthrax
sheep,5,104.7,swelling in abdomen,fatigue,shortness of breath,anthrax
cow,6,101.7,loss of appetite,depression,painless lumps,pneumonia
sheep,4,102.8,depression,swelling in muscle,loss of appetite,blackleg
sheep,7,101.9,loss of appetite,difficulty walking,swelling in muscle,blackleg
cow,9,101.3,sores on tongue,difficulty walking,loss of appetite,foot and mouth
sheep,1,101.3,lameness,loss of appetite,blisters on gums,foot and mouth
goat,8,101.6,swelling in muscle,loss of appetite,lameness,blackleg
sheep,10,101.6,blisters on mouth,lameness,loss of appetite,foot and mouth
cow,7,101.3,painless lumps,loss of appetite,depression,lumpy virus
buffalo,4,100.4,swelling in neck,chest discomfort,shortness of breath,anthrax
sheep,9,102.3,loss of appetite,depression,crackling sound,blackleg
cow,13,103.7,swelling in muscle,crackling sound,loss of appetite,blackleg
cow,12,100.1,loss of appetite,painless lumps,depression,pneumonia
sheep,5,103.2,chest discomfort,swelling in neck,fatigue,anthrax
sheep,9,101.4,lameness,depression,swelling in muscle,blackleg
sheep,5,103.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,100.5,loss of appetite,difficulty walking,crackling sound,blackleg
cow,11,101.5,fatigue,swelling in abdomen,sweats,anthrax
goat,9,103.9,loss of appetite,swelling in limb,difficulty walking,blackleg
sheep,6,100.4,shortness of breath,fatigue,chest discomfort,anthrax
sheep,3,100.8,loss of appetite,depression,lameness,blackleg
buffalo,12,104.3,chest discomfort,shortness of breath,fatigue,anthrax
buffalo,12,100.7,painless lumps,depression,loss of appetite,pneumonia
buffalo,14,102.5,loss of appetite,lameness,blisters on hooves,foot and mouth
sheep,5,102.4,chest discomfort,sweats,fatigue,anthrax
sheep,6,103.8,loss of appetite,lameness,sores on mouth,foot and mouth
sheep,2,102.3,fatigue,chills,chest discomfort,anthrax
cow,15,100.4,loss of appetite,depression,painless lumps,lumpy virus
sheep,8,103.9,depression,loss of appetite,painless lumps,lumpy virus
sheep,9,102.5,loss of appetite,lameness,swelling in muscle,blackleg
buffalo,8,104.4,crackling sound,loss of appetite,depression,blackleg
goat,2,100.1,depression,painless lumps,loss of appetite,pneumonia
buffalo,7,100.6,shortness of breath,chest discomfort,chills,anthrax
sheep,7,102,lameness,loss of appetite,sores on hooves,foot and mouth
cow,13,103.5,swelling in abdomen,shortness of breath,chest discomfort,anthrax
goat,2,104.7,swelling in limb,depression,difficulty walking,blackleg
goat,7,100.6,loss of appetite,sores on hooves,lameness,foot and mouth
cow,4,101.4,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
goat,7,104.9,chest discomfort,shortness of breath,sweats,anthrax
goat,7,101.1,loss of appetite,blisters on gums,lameness,foot and mouth
buffalo,12,102.3,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
buffalo,7,100.4,sores on mouth,loss of appetite,difficulty walking,foot and mouth
cow,8,102.3,painless lumps,loss of appetite,depression,lumpy virus
sheep,10,101.3,crackling sound,loss of appetite,swelling in muscle,blackleg
goat,2,103.3,swelling in abdomen,sweats,chills,anthrax
goat,3,102.5,sores on mouth,loss of appetite,lameness,foot and mouth
sheep,9,100.5,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
sheep,6,103.5,loss of appetite,lameness,blisters on gums,foot and mouth
goat,7,104.8,painless lumps,loss of appetite,depression,pneumonia
goat,5,103.8,loss of appetite,swelling in muscle,depression,blackleg
buffalo,8,100.4,chest discomfort,shortness of breath,sweats,anthrax
sheep,3,100.9,swelling in neck,fatigue,chills,anthrax
buffalo,5,103.1,painless lumps,depression,loss of appetite,lumpy virus
sheep,2,104.7,depression,loss of appetite,painless lumps,pneumonia
cow,13,100.2,sores on gums,loss of appetite,difficulty walking,foot and mouth
goat,7,100.3,crackling sound,lameness,swelling in limb,blackleg
cow,12,102,painless lumps,depression,loss of appetite,lumpy virus
goat,4,103.7,depression,lameness,loss of appetite,blackleg
sheep,9,101.8,sores on hooves,loss of appetite,lameness,foot and mouth
buffalo,15,100.8,depression,painless lumps,loss of appetite,pneumonia
sheep,4,100.8,chills,chest discomfort,fatigue,anthrax
sheep,3,101.4,shortness of breath,chest discomfort,sweats,anthrax
cow,14,102.1,swelling in neck,chills,chest discomfort,anthrax
buffalo,14,103.8,shortness of breath,chills,fatigue,anthrax
sheep,5,100.4,painless lumps,depression,loss of appetite,pneumonia
sheep,10,102.4,lameness,loss of appetite,sores on mouth,foot and mouth
sheep,5,102.5,fatigue,chills,swelling in neck,anthrax
sheep,9,101.7,loss of appetite,difficulty walking,depression,blackleg
buffalo,2,103.6,loss of appetite,depression,painless lumps,pneumonia
goat,7,100.6,fatigue,shortness of breath,chest discomfort,anthrax
cow,13,100.8,loss of appetite,lameness,crackling sound,blackleg
goat,9,100.6,loss of appetite,sores on gums,difficulty walking,foot and mouth
buffalo,6,102.5,crackling sound,lameness,swelling in limb,blackleg
buffalo,1,103.9,blisters on hooves,loss of appetite,lameness,foot and mouth
cow,2,102,fatigue,chills,chest discomfort,anthrax
cow,1,104.6,chest discomfort,chills,fatigue,anthrax
buffalo,1,100.1,painless lumps,loss of appetite,depression,lumpy virus
buffalo,1,103.3,depression,difficulty walking,crackling sound,blackleg
goat,7,100.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,14,100.3,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
goat,5,101.5,loss of appetite,painless lumps,depression,pneumonia
buffalo,14,101.7,chills,swelling in neck,fatigue,anthrax
buffalo,12,101.4,fatigue,swelling in neck,shortness of breath,anthrax
sheep,8,102.2,sweats,chills,chest discomfort,anthrax
buffalo,8,102.4,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,9,101.8,loss of appetite,depression,difficulty walking,blackleg
goat,10,103.6,swelling in abdomen,fatigue,chills,anthrax
buffalo,1,101.5,shortness of breath,sweats,swelling in neck,anthrax
sheep,9,102.2,swelling in extremities,sweats,shortness of breath,anthrax
cow,3,100.6,loss of appetite,depression,painless lumps,lumpy virus
goat,2,104.6,fatigue,chest discomfort,shortness of breath,anthrax
sheep,7,101.4,difficulty walking,depression,loss of appetite,blackleg
sheep,5,100.5,lameness,loss of appetite,blisters on tongue,foot and mouth
buffalo,14,101.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,9,103.8,shortness of breath,sweats,fatigue,anthrax
buffalo,9,103.2,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
sheep,2,102.1,lameness,loss of appetite,depression,blackleg
buffalo,13,102.8,difficulty walking,loss of appetite,crackling sound,blackleg
goat,4,100.1,painless lumps,loss of appetite,depression,pneumonia
buffalo,11,100.2,chills,swelling in neck,sweats,anthrax
buffalo,1,103.3,fatigue,sweats,swelling in neck,anthrax
sheep,10,102.5,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
cow,9,100.4,painless lumps,depression,loss of appetite,pneumonia
sheep,4,102.7,loss of appetite,painless lumps,depression,lumpy virus
cow,14,102.4,blisters on gums,difficulty walking,loss of appetite,foot and mouth
sheep,10,104.2,loss of appetite,painless lumps,depression,pneumonia
cow,9,101.7,loss of appetite,depression,painless lumps,lumpy virus
goat,6,101,depression,loss of appetite,painless lumps,pneumonia
buffalo,2,100.7,loss of appetite,difficulty walking,sores on tongue,foot and mouth
cow,5,103.8,depression,difficulty walking,crackling sound,blackleg
cow,12,103,lameness,swelling in limb,loss of appetite,blackleg
buffalo,3,103.4,loss of appetite,lameness,blisters on tongue,foot and mouth
buffalo,13,104.6,loss of appetite,painless lumps,depression,pneumonia
sheep,5,104.3,painless lumps,depression,loss of appetite,pneumonia
goat,6,101.7,difficulty walking,swelling in muscle,depression,blackleg
goat,8,104.3,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,5,101.9,sores on tongue,loss of appetite,lameness,foot and mouth
buffalo,6,101.2,swelling in muscle,depression,loss of appetite,blackleg
sheep,8,102,loss of appetite,lameness,blisters on hooves,foot and mouth
buffalo,14,103.8,difficulty walking,swelling in limb,loss of appetite,blackleg
sheep,7,103.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,1,103.9,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,13,102.9,sweats,chills,shortness of breath,anthrax
goat,2,103.4,depression,painless lumps,loss of appetite,pneumonia
cow,2,104.4,swelling in extremities,shortness of breath,fatigue,anthrax
sheep,10,100.1,swelling in extremities,sweats,fatigue,anthrax
goat,9,102.5,chest discomfort,fatigue,swelling in abdomen,anthrax
goat,3,102.3,chest discomfort,chills,shortness of breath,anthrax
cow,10,101.7,lameness,loss of appetite,blisters on mouth,foot and mouth
sheep,9,101.8,swelling in limb,lameness,crackling sound,blackleg
goat,4,101.5,difficulty walking,crackling sound,swelling in muscle,blackleg
cow,10,103.5,loss of appetite,lameness,sores on hooves,foot and mouth
goat,7,103.6,sweats,swelling in neck,fatigue,anthrax
sheep,2,100.1,painless lumps,depression,loss of appetite,lumpy virus
goat,3,103.6,loss of appetite,painless lumps,depression,pneumonia
cow,2,103.2,chest discomfort,shortness of breath,chills,anthrax
cow,12,104.5,fatigue,chest discomfort,sweats,anthrax
cow,4,100.7,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
buffalo,4,101.4,blisters on tongue,lameness,loss of appetite,foot and mouth
goat,3,103,loss of appetite,painless lumps,depression,pneumonia
buffalo,14,101.5,sores on gums,difficulty walking,loss of appetite,foot and mouth
goat,8,102.6,lameness,loss of appetite,blisters on mouth,foot and mouth
buffalo,4,102.1,lameness,blisters on hooves,loss of appetite,foot and mouth
sheep,3,100.4,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
cow,2,101.3,painless lumps,loss of appetite,depression,pneumonia
buffalo,8,102.9,chills,shortness of breath,sweats,anthrax
goat,3,102.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,10,102.7,depression,lameness,swelling in muscle,blackleg
buffalo,15,101.6,loss of appetite,painless lumps,depression,pneumonia
cow,7,104.3,blisters on mouth,loss of appetite,lameness,foot and mouth
cow,12,103.2,painless lumps,loss of appetite,depression,pneumonia
cow,5,102,sweats,swelling in extremities,chest discomfort,anthrax
goat,1,102.1,sores on tongue,difficulty walking,loss of appetite,foot and mouth
cow,11,103.7,loss of appetite,crackling sound,swelling in muscle,blackleg
cow,9,104.2,crackling sound,swelling in muscle,difficulty walking,blackleg
sheep,10,104.2,loss of appetite,blisters on gums,lameness,foot and mouth
cow,5,100.1,fatigue,sweats,chills,anthrax
buffalo,1,102.4,depression,loss of appetite,lameness,blackleg
buffalo,1,100.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,3,101.8,loss of appetite,depression,painless lumps,pneumonia
goat,7,103.7,loss of appetite,depression,painless lumps,lumpy virus
buffalo,14,100.4,loss of appetite,depression,painless lumps,pneumonia
cow,7,103.9,swelling in neck,shortness of breath,chest discomfort,anthrax
sheep,1,102,lameness,loss of appetite,depression,blackleg
goat,10,102.7,chest discomfort,swelling in neck,chills,anthrax
sheep,6,103.1,blisters on hooves,loss of appetite,lameness,foot and mouth
sheep,2,101.8,loss of appetite,lameness,swelling in muscle,blackleg
cow,5,102.9,crackling sound,swelling in limb,depression,blackleg
goat,10,102.2,depression,loss of appetite,painless lumps,pneumonia
goat,6,102.8,swelling in abdomen,sweats,chills,anthrax
goat,5,103.9,difficulty walking,depression,swelling in limb,blackleg
sheep,4,100.6,swelling in limb,loss of appetite,depression,blackleg
sheep,9,102.8,loss of appetite,depression,painless lumps,pneumonia
cow,14,102,depression,crackling sound,swelling in limb,blackleg
goat,7,102.3,loss of appetite,lameness,sores on hooves,foot and mouth
buffalo,8,101.3,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,9,100.8,fatigue,chest discomfort,shortness of breath,anthrax
cow,1,102.5,sores on gums,difficulty walking,loss of appetite,foot and mouth
sheep,3,103.2,lameness,sores on hooves,loss of appetite,foot and mouth
cow,12,104.4,depression,painless lumps,loss of appetite,pneumonia
buffalo,6,101.1,painless lumps,depression,loss of appetite,pneumonia
sheep,4,104.8,depression,loss of appetite,painless lumps,lumpy virus
sheep,4,104.7,depression,difficulty walking,loss of appetite,blackleg
sheep,3,103.6,painless lumps,loss of appetite,depression,pneumonia
goat,10,104.5,difficulty walking,sores on gums,loss of appetite,foot and mouth
buffalo,5,102.3,sores on mouth,loss of appetite,lameness,foot and mouth
buffalo,1,103.1,loss of appetite,painless lumps,depression,pneumonia
cow,2,101.5,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
buffalo,12,103.7,depression,painless lumps,loss of appetite,lumpy virus
goat,1,100.6,difficulty walking,crackling sound,loss of appetite,blackleg
buffalo,15,104.7,sores on tongue,lameness,loss of appetite,foot and mouth
sheep,2,103.5,loss of appetite,depression,crackling sound,blackleg
buffalo,12,100.6,loss of appetite,painless lumps,depression,pneumonia
goat,3,102.8,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,10,100.5,depression,crackling sound,loss of appetite,blackleg
goat,3,101.1,loss of appetite,depression,painless lumps,pneumonia
cow,2,101.9,depression,painless lumps,loss of appetite,pneumonia
sheep,2,101.3,swelling in muscle,loss of appetite,crackling sound,blackleg
goat,8,102.7,loss of appetite,lameness,blisters on hooves,foot and mouth
goat,6,103.7,crackling sound,depression,difficulty walking,blackleg
sheep,8,102.5,sweats,chills,shortness of breath,anthrax
cow,14,100.6,shortness of breath,fatigue,chills,anthrax
sheep,8,104.1,lameness,sores on gums,loss of appetite,foot and mouth
cow,10,102.2,fatigue,sweats,swelling in abdomen,anthrax
goat,4,101.3,swelling in neck,chest discomfort,shortness of breath,anthrax
cow,9,103.3,crackling sound,loss of appetite,lameness,blackleg
cow,13,104.7,loss of appetite,painless lumps,depression,lumpy virus
cow,15,101.2,depression,difficulty walking,loss of appetite,blackleg
goat,4,104,loss of appetite,crackling sound,depression,blackleg
goat,5,100.5,chest discomfort,chills,swelling in abdomen,anthrax
cow,7,101.3,shortness of breath,swelling in neck,fatigue,anthrax
cow,15,102.2,swelling in extremities,fatigue,chest discomfort,anthrax
cow,4,103.1,chest discomfort,shortness of breath,swelling in extremities,anthrax
sheep,1,101.2,loss of appetite,depression,crackling sound,blackleg
sheep,5,101.2,fatigue,shortness of breath,sweats,anthrax
cow,5,104.3,lameness,blisters on gums,loss of appetite,foot and mouth
cow,11,101.3,difficulty walking,swelling in limb,crackling sound,blackleg
sheep,2,103.3,chills,sweats,shortness of breath,anthrax
cow,13,104.5,swelling in extremities,shortness of breath,chest discomfort,anthrax
buffalo,3,103.7,crackling sound,lameness,swelling in muscle,blackleg
